Turn,Avg_New_Infections,Avg_New_Recoveries,Avg_New_Deaths,Avg_Total_Infected,Avg_Total_Recoveries,Avg_Total_Deaths,Avg_Mask_Count - ,4802.35
164,7.96,20.16,1.27,5882.39,5045.24,577.75
165,7.33,19.4,1.43,5889.72,5064.64,579.18
166,7.49,18.71,1.21,5897.21,5083.35,580.39
167,7.07,17.56,1.31,5904.28,5100.91,581.7
168,6.87,16.88,1.27,5911.15,5117.79,582.97
169,5.85,15.52,1.31,5917.0,5133.31,584.28
170,5.99,14.94,0.99,5922.99,5148.25,585.27
171,5.5,14.08,0.94,5928.49,5162.33,586.21
172,5.02,13.26,0.89,5933.51,5175.59,587.1
173,4.63,13.18,0.98,5938.14,5188.77,588.08
174,4.44,12.33,0.92,5942.58,5201.1,589.0
175,4.31,11.18,0.85,5946.89,5212.28,589.85
176,3.76,10.96,0.73,5950.65,5223.24,590.58
177,3.48,10.4,0.71,5954.13,5233.64,591.29
178,3.23,9.83,0.58,5957.36,5243.47,591.87
179,3.08,9.52,0.69,5960.44,5252.99,592.56
180,2.76,9.15,0.53,5963.2,5262.14,593.09
181,2.73,8.61,0.55,5965.93,5270.75,593.64
182,2.5,7.78,0.55,5968.43,5278.53,594.19
183,2.48,6.92,0.52,5970.91,5285.45,594.71
184,2.21,7.24,0.43,5973.12,5292.69,595.14
185,1.88,6.68,0.45,5975.0,5299.37,595.59
186,1.94,6.78,0.53,5976.94,5306.15,596.12
187,1.99,6.34,0.39,5978.93,5312.49,596.51
188,1.87,6.15,0.5,5980.8,5318.64,597.01
189,1.59,5.31,0.52,5982.39,5323.95,597.53
190,1.36,5.37,0.31,5983.75,5329.32,597.84
191,1.36,4.85,0.33,5985.11,5334.17,598.17
192,1.17,4.52,0.32,5986.28,5338.69,598.49
193,1.3,4.13,0.21,5987.58,5342.82,598.7
194,1.02,3.89,0.28,5988.6,5346.71,598.98
195,1.21,3.81,0.14,5989.81,5350.52,599.12
196,1.05,3.41,0.19,5990.86,5353.93,599.31
197,0.73,3.07,0.2,5991.59,5357.0,599.51
198,0.74,2.91,0.21,5992.33,5359.91,599.72
199,0.66,2.77,0.16,5992.99,5362.68,599.88
200,0.73,2.4,0.21,5993.72,5365.08,600.09
201,0.52,2.42,0.15,5994.24,5367.5,600.24
202,0.56,2.28,0.19,5994.8,5369.78,600.43
203,0.5,2.13,0.18,5995.3,5371.91,600.61
204,0.3,1.92,0.11,5995.6,5373.83,600.72
205,0.35,1.72,0.07,5995.95,5375.55,600.79
206,0.23,1.7,0.1,5996.18,5377.25,600.89
207,0.19,1.79,0.09,5996.37,5379.04,600.98
208,0.12,1.68,0.06,5996.49,5380.72,601.04
209,0.09,1.43,0.11,5996.58,5382.15,601.15
210,0.1,1.19,0.09,5996.68,5383.34,601.24
211,0.09,1.21,0.09,5996.77,5384.55,601.33
212,0.05,1.08,0.05,5996.82,5385.63,601.38
213,0.03,1.21,0.05,5996.85,5386.84,601.43
214,0.04,0.95,0.04,5996.89,5387.79,601.47
215,0.02,1.1,0.08,5996.91,5388.89,601.55
216,0.04,0.93,0.03,5996.95,5389.82,601.58
217,0.05,0.64,0.05,5997.0,5390.46,601.63
218,0.01,0.62,0.04,5997.01,5391.08,601.67
219,0.0,0.6,0.05,5997.01,5391.68,601.72
220,0.0,0.64,0.01,5997.01,5392.32,601.73
221,0.0,0.5,0.02,5997.01,5392.82,601.75
222,0.01,0.45,0.03,5997.02,5393.27,601.78
223,0.0,0.42,0.03,5997.02,5393.69,601.81
224,0.02,0.27,0.01,5997.04,5393.96,601.82
225,0.0,0.27,0.0,5997.04,5394.23,601.82
226,0.0,0.19,0.01,5997.04,5394.42,601.83
227,0.01,0.16,0.01,5997.05,5394.58,601.84
228,0.0,0.12,0.0,5997.05,5394.7,601.84
229,0.0,0.09,0.0,5997.05,5394.79,601.84
230,0.0,0.08,0.0,5997.05,5394.87,601.84
231,0.0,0.08,0.0,5997.05,5394.95,601.84
232,0.0,0.05,0.0,5997.05,5395.0,601.84
233,0.0,0.03,0.0,5997.05,5395.03,601.84
234,0.0,0.03,0.0,5997.05,5395.06,601.84
235,0.0,0.02,0.0,5997.05,5395.08,601.84
236,0.0,0.04,0.0,5997.05,5395.12,601.84
237,0.0,0.04,0.0,5997.05,5395.16,601.84
238,0.0,0.01,0.0,5997.05,5395.17,601.84
239,0.0,0.0,0.0,5997.05,5395.17,601.84
240,0.0,0.0,0.0,5997.05,5395.17,601.84
241,0.0,0.0,0.0,5997.05,5395.17,601.84
242,0.0,0.01,0.0,5997.05,5395.18,601.84
243,0.0,0.0,0.0,5997.05,5395.18,601.84
244,0.0,0.02,0.0,5997.05,5395.2,601.84
245,0.0,0.0,0.0,5997.05,5395.2,601.84
246,0.0,0.0,0.0,5997.05,5395.2,601.84
247,0.0,0.01,0.0,5997.05,5395.21,601.84
